time,gFx,gFy,gFz,TgF,walker,gender
0.00137026,-0.0977,0.1875,0.8567,0.882,wenling,female
0.001763906,-0.1142,0.188,0.8708,0.898,wenling,female
0.001920729,-0.1228,0.1808,0.8858,0.912,wenling,female
0.002078177,-0.1373,0.1764,0.8999,0.927,wenling,female
0.005446667,-0.1479,0.1778,0.9159,0.945,wenling,female
0.007932605,-0.1556,0.1817,0.9499,0.98,wenling,female
0.012947918,-0.1716,0.1866,0.9756,1.008,wenling,female
0.013269063,-0.1842,0.1944,0.9897,1.025,wenling,female
0.013703074,-0.1972,0.1988,1.0091,1.047,wenling,female
0.01622672,-0.1895,0.2061,1.0358,1.073,wenling,female
0.019270939,-0.174,0.2036,1.0547,1.088,wenling,female
0.022307918,-0.1552,0.2051,1.0698,1.1,wenling,female
0.024728335,-0.1286,0.2022,1.0843,1.11,wenling,female
0.02745594,-0.1107,0.2036,1.096,1.12,wenling,female
0.030000992,-0.1035,0.2085,1.0916,1.116,wenling,female
0.032600367,-0.0962,0.2236,1.0858,1.113,wenling,female
0.035044847,-0.0914,0.2275,1.081,1.108,wenling,female
0.036844326,-0.0972,0.2309,1.0756,1.104,wenling,female
0.039783441,-0.103,0.2344,1.062,1.092,wenling,female
0.041485368,-0.1011,0.2368,1.0576,1.089,wenling,female
0.044875056,-0.1021,0.2378,1.0566,1.088,wenling,female
0.047989796,-0.0986,0.2329,1.0518,1.082,wenling,female
0.049628598,-0.0986,0.2363,1.0503,1.081,wenling,female
0.051338442,-0.1021,0.2373,1.0455,1.077,wenling,female
0.054080057,-0.0938,0.2378,1.0484,1.079,wenling,female
0.056168026,-0.0909,0.2422,1.0484,1.08,wenling,female
0.059696776,-0.0856,0.2358,1.0406,1.07,wenling,female
0.064682402,-0.0687,0.245,1.0401,1.071,wenling,female
0.065588079,-0.059,0.2373,1.0416,1.07,wenling,female
0.067350788,-0.0605,0.228,1.0416,1.068,wenling,female
0.069819538,-0.0513,0.2251,1.029,1.055,wenling,female
0.071996882,-0.0474,0.2183,0.9936,1.018,wenling,female
0.074749642,-0.0397,0.2109,0.9848,1.008,wenling,female
0.077659539,-0.032,0.2027,0.9902,1.011,wenling,female
0.079814799,-0.0276,0.1875,0.9873,1.005,wenling,female
0.082788549,-0.0218,0.1768,0.9809,0.997,wenling,female
0.084527195,-0.017,0.1676,0.9863,1.001,wenling,female
0.087376258,-0.0126,0.1618,0.9868,1.0,wenling,female
0.089844488,-0.0088,0.1583,0.9955,1.008,wenling,female
0.092043498,-0.0054,0.149,1.0071,1.018,wenling,female
0.094658707,-0.0045,0.1388,1.0111,1.021,wenling,female
0.096733863,-0.0059,0.131,1.0208,1.029,wenling,female
0.098866364,-0.0083,0.1261,1.0343,1.042,wenling,female
0.102164697,-0.016,0.1291,1.0421,1.05,wenling,female
0.104786989,-0.0189,0.1369,1.0382,1.047,wenling,female
0.107272771,-0.0291,0.1408,1.0406,1.051,wenling,female
0.109700636,-0.0397,0.1481,1.0329,1.044,wenling,female
0.113204021,-0.059,0.1593,1.0188,1.033,wenling,female
0.115509542,-0.0711,0.1651,0.9975,1.014,wenling,female
0.11693824,-0.0803,0.1783,0.9858,1.005,wenling,female
0.119088345,-0.0933,0.1875,0.9703,0.993,wenling,female
0.122136366,-0.1035,0.2012,0.9553,0.982,wenling,female
0.124326158,-0.1088,0.2036,0.947,0.975,wenling,female
0.127540169,-0.1189,0.2119,0.9378,0.969,wenling,female
0.129770221,-0.1296,0.2139,0.9339,0.967,wenling,female
0.133321784,-0.1247,0.2183,0.9251,0.959,wenling,female
0.133642461,-0.1296,0.2149,0.9203,0.954,wenling,female
0.136535274,-0.1344,0.2085,0.9203,0.953,wenling,female
0.139786888,-0.133,0.2022,0.9174,0.949,wenling,female
0.142018087,-0.134,0.1978,0.9198,0.95,wenling,female
0.144731889,-0.1262,0.191,0.9198,0.948,wenling,female
0.146977098,-0.1252,0.1856,0.9121,0.939,wenling,female
0.149882723,-0.1228,0.1885,0.9174,0.945,wenling,female
0.152331786,-0.1223,0.1808,0.9329,0.958,wenling,female
0.154595119,-0.1242,0.1744,0.9368,0.961,wenling,female
0.157560484,-0.1156,0.1754,0.9344,0.958,wenling,female
0.159019599,-0.1146,0.17,0.9388,0.961,wenling,female
0.163693245,-0.1165,0.1715,0.9504,0.973,wenling,female
0.165497568,-0.1199,0.17,0.9553,0.978,wenling,female
0.167333141,-0.1238,0.1734,0.9606,0.984,wenling,female
0.169542516,-0.1194,0.1705,0.9737,0.996,wenling,female
0.170832256,-0.1233,0.171,0.9814,1.004,wenling,female
0.174165434,-0.1267,0.1725,0.979,1.002,wenling,female
0.176034184,-0.1242,0.1759,0.9834,1.007,wenling,female
0.178730226,-0.1242,0.1773,0.9921,1.015,wenling,female
0.182874132,-0.1252,0.1773,0.9946,1.018,wenling,female
0.184552362,-0.13,0.1788,0.9921,1.016,wenling,female
0.187329966,-0.1291,0.1871,0.9975,1.023,wenling,female
0.189727831,-0.1277,0.1861,0.9955,1.021,wenling,female
0.192021946,-0.1262,0.1861,0.9902,1.015,wenling,female
0.194858196,-0.1257,0.1836,0.9946,1.019,wenling,female
0.197489811,-0.1252,0.1832,0.9936,1.018,wenling,female
0.199765228,-0.1257,0.1871,0.9916,1.017,wenling,female
0.202142311,-0.1267,0.1895,0.9853,1.011,wenling,female
0.204537468,-0.131,0.1866,0.9809,1.007,wenling,female
0.20738252,-0.1296,0.1803,0.979,1.004,wenling,female
0.209400645,-0.1281,0.1798,0.9761,1.001,wenling,female
0.212190802,-0.1277,0.1846,0.9713,0.997,wenling,female
0.213691844,-0.1252,0.1808,0.979,1.003,wenling,female
0.215969917,-0.1286,0.1808,0.9761,1.001,wenling,female
0.218855386,-0.1354,0.188,0.9829,1.01,wenling,female
0.222310438,-0.1335,0.1871,0.9722,0.999,wenling,female
0.224302209,-0.1363,0.1803,0.9732,0.999,wenling,female
0.227955439,-0.1363,0.1841,0.9683,0.995,wenling,female
0.23054695,-0.1368,0.1831,0.964,0.991,wenling,female
0.233245908,-0.1383,0.1798,0.964,0.99,wenling,female
0.234123044,-0.1397,0.1808,0.9596,0.986,wenling,female
0.23812143,-0.1325,0.1817,0.9596,0.986,wenling,female
0.238964138,-0.1335,0.1812,0.9509,0.977,wenling,female
0.242427003,-0.1305,0.1778,0.9557,0.981,wenling,female
0.244457732,-0.1305,0.1754,0.9596,0.984,wenling,female
0.248377212,-0.13,0.1705,0.9606,0.984,wenling,female
0.249963983,-0.1272,0.1715,0.9562,0.98,wenling,female
0.251451118,-0.1262,0.1632,0.9557,0.978,wenling,female
0.253669244,-0.1242,0.1641,0.9557,0.978,wenling,female
0.257278515,-0.1267,0.1578,0.9538,0.975,wenling,female
0.25843164,-0.1219,0.1618,0.9557,0.977,wenling,female
0.263089088,-0.1233,0.1613,0.9625,0.984,wenling,female
0.264824766,-0.1267,0.1583,0.9616,0.983,wenling,female
0.266546641,-0.1296,0.1608,0.9601,0.982,wenling,female
0.270425704,-0.134,0.1583,0.9606,0.983,wenling,female
0.271631797,-0.1305,0.1564,0.9591,0.98,wenling,female
0.274487839,-0.1363,0.1598,0.9611,0.984,wenling,female
0.279484923,-0.1407,0.1583,0.963,0.986,wenling,female
0.279819038,-0.1412,0.1603,0.9688,0.992,wenling,female
0.281819038,-0.1436,0.1666,0.9654,0.99,wenling,female
0.284892945,-0.1445,0.1666,0.9683,0.993,wenling,female
0.287297893,-0.1431,0.1695,0.9722,0.997,wenling,female
0.289231643,-0.1455,0.1656,0.9737,0.998,wenling,female
0.291415497,-0.1484,0.1715,0.9693,0.995,wenling,female
0.29444081,-0.1455,0.1705,0.9766,1.002,wenling,female
0.296318258,-0.1445,0.1773,0.9727,0.999,wenling,female
0.298696592,-0.1445,0.1729,0.9741,1.0,wenling,female
0.302285238,-0.1445,0.1695,0.9756,1.001,wenling,female
0.30624227,-0.1417,0.1734,0.9906,1.016,wenling,female
0.306844561,-0.1315,0.1685,1.0145,1.037,wenling,female
0.311178468,-0.1344,0.17,1.0271,1.05,wenling,female
0.311497426,-0.131,0.17,1.0295,1.052,wenling,female
0.315953729,-0.13,0.1637,1.0169,1.038,wenling,female
0.316905864,-0.1277,0.171,1.0043,1.027,wenling,female
0.320046854,-0.1252,0.1798,0.9946,1.018,wenling,female
0.322083365,-0.132,0.1778,0.9741,0.999,wenling,female
0.324607792,-0.1277,0.1827,0.9741,0.999,wenling,female
0.326884303,-0.1262,0.1836,0.9741,0.999,wenling,female
0.329819199,-0.1267,0.1831,0.9693,0.995,wenling,female
0.332064616,-0.1257,0.1808,0.963,0.988,wenling,female
0.333506387,-0.1277,0.1831,0.9644,0.99,wenling,female
0.336468991,-0.1242,0.1817,0.9669,0.992,wenling,female
0.339168679,-0.1252,0.1788,0.9664,0.991,wenling,female
0.340830346,-0.1233,0.1754,0.9635,0.987,wenling,female
0.346321492,-0.1281,0.1798,0.9548,0.98,wenling,female
0.346678159,-0.1242,0.1749,0.9576,0.981,wenling,female
0.349202951,-0.1214,0.1768,0.9523,0.976,wenling,female
0.352054566,-0.1247,0.1749,0.9557,0.98,wenling,female
0.35429941,-0.1233,0.1759,0.9523,0.976,wenling,female
0.357198681,-0.1277,0.1773,0.9518,0.977,wenling,female
0.35872066,-0.1349,0.1929,0.9538,0.982,wenling,female
0.361957119,-0.1523,0.2153,0.9581,0.994,wenling,female
0.364999828,-0.1518,0.2041,0.9523,0.986,wenling,female
0.366660088,-0.1494,0.1988,0.9489,0.981,wenling,female
0.36938113,-0.1523,0.1954,0.9504,0.982,wenling,female
0.370724255,-0.1445,0.1817,0.9513,0.979,wenling,female
0.374093474,-0.1354,0.1744,0.9475,0.973,wenling,female
0.376031391,-0.1305,0.169,0.9509,0.975,wenling,female
0.378799829,-0.1199,0.1598,0.9562,0.977,wenling,female
0.38241259,-0.1209,0.1583,0.9693,0.99,wenling,female
0.384392486,-0.1165,0.1525,0.9708,0.99,wenling,female
0.386663319,-0.1209,0.1564,0.9805,1.0,wenling,female
0.388978059,-0.1397,0.1793,0.9887,1.015,wenling,female
0.392843528,-0.1426,0.1827,0.979,1.006,wenling,female
0.394590768,-0.146,0.1817,0.9722,1.0,wenling,female
0.396800925,-0.1378,0.1759,0.9654,0.991,wenling,female
0.399323164,-0.1358,0.1793,0.9649,0.991,wenling,female
0.402003685,-0.133,0.1851,0.9693,0.996,wenling,female
0.403721759,-0.1237,0.1783,0.9732,0.997,wenling,female
0.406507696,-0.1189,0.171,0.9746,0.997,wenling,female
0.409335457,-0.1146,0.17,0.9761,0.997,wenling,female
0.411378218,-0.1107,0.1744,0.9873,1.009,wenling,female
0.413837124,-0.1064,0.169,0.9863,1.006,wenling,female
0.416620822,-0.0986,0.17,0.9853,1.005,wenling,female
0.418586135,-0.0764,0.1646,0.9911,1.008,wenling,female
0.421808583,-0.0494,0.1666,0.9887,1.004,wenling,female
0.424235094,-0.0175,0.1618,0.9843,0.998,wenling,female
0.426720198,0.0134,0.1583,0.9834,0.996,wenling,female
0.429153844,0.0415,0.1608,0.9761,0.99,wenling,female
0.432413845,0.055,0.1627,0.9732,0.988,wenling,female
0.433602907,0.0565,0.1759,0.9678,0.985,wenling,female
0.436818637,0.0507,0.1895,0.9596,0.979,wenling,female
0.43910197,0.0313,0.2051,0.9576,0.98,wenling,female
0.441145044,0.0134,0.2134,0.9625,0.986,wenling,female
0.444987596,-0.004,0.2114,0.9611,0.984,wenling,female
0.446659992,-0.0107,0.2212,0.9649,0.99,wenling,female
0.449818482,-0.0145,0.2241,0.9776,1.003,wenling,female
0.450565722,-0.0243,0.2256,0.9868,1.013,wenling,female
0.452973743,-0.0257,0.2178,0.9946,1.018,wenling,female
0.455538743,-0.0344,0.2158,1.0057,1.029,wenling,female
0.459103118,-0.0445,0.2153,1.0154,1.039,wenling,female
0.463976869,-0.059,0.2139,1.0164,1.04,wenling,female
0.464463744,-0.0711,0.207,1.0183,1.042,wenling,female
0.466653379,-0.0866,0.2026,1.0241,1.048,wenling,female
0.469402807,-0.0996,0.2026,1.0193,1.044,wenling,female
0.472130828,-0.1156,0.1983,1.0091,1.035,wenling,female
0.474839474,-0.1281,0.2012,0.996,1.024,wenling,female
0.477296297,-0.1344,0.1993,0.9853,1.014,wenling,female
0.479116558,-0.133,0.19,0.9911,1.018,wenling,female
0.481694266,-0.1334,0.1788,1.0062,1.031,wenling,female
0.484488225,-0.1334,0.1764,1.0154,1.039,wenling,female
0.486938694,-0.1397,0.1744,1.0145,1.039,wenling,female
0.489497444,-0.1475,0.1759,1.0115,1.037,wenling,female
0.491284371,-0.1503,0.1744,0.9989,1.025,wenling,female
0.493228226,-0.1523,0.1754,0.9892,1.016,wenling,female
0.496251091,-0.1489,0.1817,0.9746,1.003,wenling,female
0.499432445,-0.1523,0.1808,0.9703,0.999,wenling,female
0.501996768,-0.147,0.1885,0.9596,0.989,wenling,female
0.504253696,-0.144,0.19,0.9576,0.987,wenling,female
0.506644113,-0.1402,0.188,0.9606,0.989,wenling,female
0.513534842,-0.1334,0.1885,0.9548,0.982,wenling,female
0.51410177,-0.1267,0.1924,0.9576,0.985,wenling,female
0.514233801,-0.1281,0.1954,0.9523,0.981,wenling,female
0.516477395,-0.132,0.1978,0.9392,0.969,wenling,female
0.519017291,-0.1339,0.2061,0.9392,0.971,wenling,female
0.521534374,-0.1344,0.2144,0.9329,0.967,wenling,female
0.524136718,-0.1431,0.2188,0.9286,0.965,wenling,female
0.526532865,-0.1455,0.2231,0.9305,0.968,wenling,female
0.529095625,-0.1455,0.2256,0.93,0.968,wenling,female
0.531177084,-0.1465,0.2197,0.9319,0.969,wenling,female
0.534446459,-0.1528,0.2226,0.9358,0.974,wenling,female
0.536144897,-0.1479,0.2285,0.9416,0.98,wenling,female
0.538964897,-0.145,0.2256,0.9436,0.981,wenling,female
0.542347658,-0.146,0.228,0.9494,0.987,wenling,female
0.545348908,-0.144,0.228,0.9528,0.99,wenling,female
0.546808908,-0.1494,0.23,0.9528,0.991,wenling,female
0.548968752,-0.1533,0.2383,0.9509,0.992,wenling,female
0.551664794,-0.1561,0.2383,0.9548,0.996,wenling,female
0.555024951,-0.159,0.2436,0.9572,1.0,wenling,female
0.557271982,-0.1653,0.246,0.9557,1.001,wenling,female
0.55974042,-0.1687,0.248,0.9591,1.005,wenling,female
0.561923285,-0.1735,0.2519,0.9581,1.006,wenling,female
0.564523337,-0.1789,0.2621,0.9528,1.004,wenling,female
0.566846827,-0.189,0.265,0.9523,1.006,wenling,female
0.569397452,-0.1933,0.2729,0.9543,1.011,wenling,female
0.570858025,-0.1967,0.284,0.9543,1.015,wenling,female
0.573635057,-0.205,0.2953,0.9581,1.023,wenling,female
0.575849536,-0.2131,0.3002,0.9562,1.025,wenling,female
0.580362037,-0.2208,0.3099,0.947,1.021,wenling,female
0.581603703,-0.2252,0.3177,0.9475,1.024,wenling,female
0.584507818,-0.2281,0.3255,0.9358,1.017,wenling,female
0.587299173,-0.2325,0.342,0.9266,1.015,wenling,female
0.589714433,-0.2383,0.3538,0.9154,1.01,wenling,female
0.592286048,-0.2296,0.3523,0.9246,1.016,wenling,female
0.593642038,-0.2243,0.3615,0.9251,1.018,wenling,female
0.600234486,-0.216,0.3698,0.9256,1.02,wenling,female
0.600819903,-0.2107,0.3805,0.9319,1.028,wenling,female
0.601902247,-0.2122,0.3957,0.9392,1.041,wenling,female
0.60470407,-0.2243,0.4078,0.9465,1.055,wenling,female
0.607254956,-0.2257,0.4244,0.9411,1.057,wenling,female
0.608563758,-0.2248,0.4278,0.9305,1.049,wenling,female
0.610654123,-0.2267,0.4419,0.9101,1.037,wenling,female
0.612875217,-0.2185,0.4488,0.8868,1.018,wenling,female
0.616157926,-0.2006,0.4561,0.8786,1.01,wenling,female
0.61903553,-0.1856,0.4614,0.8776,1.009,wenling,female
0.621435686,-0.1716,0.4629,0.8693,1.0,wenling,female
0.623456624,-0.1571,0.4556,0.8499,0.977,wenling,female
0.625992874,-0.1561,0.4581,0.8402,0.97,wenling,female
0.629098135,-0.1523,0.4727,0.8494,0.984,wenling,female
0.632197406,-0.1581,0.4848,0.8509,0.992,wenling,female
0.634068813,-0.1668,0.4951,0.8489,0.997,wenling,female
0.636320948,-0.1721,0.5048,0.8441,0.998,wenling,female
0.638907407,-0.1696,0.5117,0.8451,1.002,wenling,female
0.642075897,-0.1735,0.5136,0.8519,1.01,wenling,female
0.644152043,-0.1653,0.5243,0.8315,0.997,wenling,female
0.646392095,-0.1885,0.5277,0.8232,0.996,wenling,female
0.649076158,-0.2078,0.5253,0.8256,1.0,wenling,female
0.651326627,-0.2218,0.5073,0.8344,1.001,wenling,female
0.653577773,-0.2392,0.4868,0.8397,1.0,wenling,female
0.655214857,-0.2567,0.4737,0.8232,0.984,wenling,female
0.659610794,-0.2557,0.4576,0.8106,0.965,wenling,female
0.66054668,-0.2552,0.4561,0.8062,0.961,wenling,female
0.664065847,-0.2479,0.4405,0.7975,0.944,wenling,female
0.666485951,-0.2315,0.4244,0.7844,0.921,wenling,female
0.669064389,-0.2151,0.4162,0.7708,0.902,wenling,female
0.671264858,-0.1996,0.4015,0.7626,0.885,wenling,female
0.674096681,-0.1769,0.3849,0.7475,0.859,wenling,female
0.676655588,-0.1687,0.3693,0.7402,0.844,wenling,female
0.678821421,-0.1537,0.3596,0.731,0.829,wenling,female
0.682144703,-0.1402,0.3479,0.7291,0.82,wenling,female
0.684317984,-0.1305,0.3308,0.7208,0.804,wenling,female
0.686306526,-0.1165,0.3197,0.731,0.806,wenling,female
0.688597464,-0.1093,0.2992,0.7446,0.81,wenling,female
0.69157236,-0.0938,0.2743,0.748,0.802,wenling,female
0.692802204,-0.0837,0.2534,0.7529,0.799,wenling,female
0.695577152,-0.0759,0.2319,0.7669,0.805,wenling,female
0.698989705,-0.0735,0.2046,0.7801,0.81,wenling,female
0.700961163,-0.0832,0.1671,0.8096,0.831,wenling,female
0.703946424,-0.1088,0.1286,0.8189,0.836,wenling,female
0.70731481,-0.1098,0.1145,0.8388,0.854,wenling,female
0.709335174,-0.1093,0.1047,0.8484,0.862,wenling,female
0.71239481,-0.103,0.0896,0.8621,0.873,wenling,female
0.713473664,-0.0904,0.0657,0.8863,0.893,wenling,female
0.716579915,-0.0706,0.0472,0.8979,0.902,wenling,female
0.719213717,-0.0498,0.0243,0.9164,0.918,wenling,female
0.721698665,-0.0305,0.0077,0.9397,0.94,wenling,female
0.72413304,-0.0223,-0.0015,0.9683,0.969,wenling,female
0.726297259,-0.017,-0.0089,0.9916,0.992,wenling,female
0.728767572,-0.0213,-0.0128,1.0159,1.016,wenling,female
0.730921635,-0.03,-0.0171,1.0382,1.039,wenling,female
0.732774239,-0.0788,-0.022,1.0465,1.05,wenling,female
0.735616635,-0.1435,-0.0288,1.0586,1.069,wenling,female
0.738632469,-0.1165,-0.0547,1.0712,1.079,wenling,female
0.74204148,-0.131,-0.0664,1.0819,1.092,wenling,female
0.743038303,-0.1339,-0.0713,1.0693,1.08,wenling,female
0.746275126,-0.147,-0.0761,1.0533,1.066,wenling,female
0.748536689,-0.1566,-0.0829,1.0416,1.057,wenling,female
0.751503668,-0.1537,-0.0863,1.032,1.047,wenling,female
0.753549502,-0.1629,-0.0839,1.0251,1.041,wenling,female
0.757231169,-0.175,-0.0708,1.0256,1.043,wenling,female
0.759154138,-0.1745,-0.0703,1.031,1.048,wenling,female
0.76167695,-0.1721,-0.0595,1.0208,1.037,wenling,female
0.766196326,-0.1938,-0.0474,1.0183,1.038,wenling,female
0.766697107,-0.2006,-0.043,1.0193,1.04,wenling,female
0.769292212,-0.1861,-0.0361,1.015,1.033,wenling,female
0.771360181,-0.1929,-0.0303,1.0222,1.041,wenling,female
0.772824556,-0.1653,-0.0439,1.0173,1.032,wenling,female
0.775787004,-0.1532,-0.0425,1.0125,1.025,wenling,female
0.778941588,-0.1233,-0.0629,1.0236,1.033,wenling,female
0.781867734,-0.1039,-0.0737,1.0402,1.048,wenling,female
0.782753619,-0.0764,-0.0937,1.046,1.053,wenling,female
0.786077474,-0.0406,-0.1263,1.0562,1.065,wenling,female
0.788434974,-0.0059,-0.1497,1.0766,1.087,wenling,female
0.791537526,0.0275,-0.1765,1.0945,1.109,wenling,female
0.793914089,0.0453,-0.195,1.1062,1.124,wenling,female
0.796649714,0.0729,-0.2208,1.1212,1.145,wenling,female
0.798859298,0.0709,-0.2248,1.1392,1.163,wenling,female
0.8014756,0.0874,-0.2252,1.1285,1.154,wenling,female
0.803697996,0.0782,-0.215,1.1251,1.148,wenling,female
0.807330913,0.0811,-0.2097,1.1207,1.143,wenling,female
0.809228414,0.0666,-0.1979,1.1159,1.135,wenling,female
0.81104831,0.0613,-0.1853,1.113,1.13,wenling,female
0.812499091,0.0313,-0.1794,1.11,1.125,wenling,female
0.816019248,0.0318,-0.1731,1.1067,1.121,wenling,female
0.819018206,0.0178,-0.1668,1.1105,1.123,wenling,female
0.820618831,0.0125,-0.1599,1.1227,1.134,wenling,female
0.824430811,0.0038,-0.1502,1.1348,1.145,wenling,female
0.826608311,-0.0218,-0.1375,1.1387,1.147,wenling,female
0.828966436,-0.0363,-0.1283,1.1333,1.141,wenling,female
0.831351749,-0.0571,-0.1142,1.129,1.136,wenling,female
0.834093833,-0.0697,-0.0937,1.1275,1.134,wenling,female
0.835959093,-0.0914,-0.0815,1.1096,1.116,wenling,female
0.838126646,-0.1126,-0.0508,1.0907,1.098,wenling,female
0.84025675,-0.1121,-0.0337,1.0722,1.079,wenling,female
0.843259719,-0.087,-0.0552,1.0902,1.095,wenling,female
0.846250344,-0.0706,-0.0727,1.1178,1.122,wenling,female
0.849896699,-0.0479,-0.0839,1.1183,1.122,wenling,female
0.850343678,-0.0276,-0.0863,1.0877,1.092,wenling,female
0.853886908,-0.0199,-0.0893,1.0605,1.064,wenling,female
0.855796126,-0.001,-0.0947,1.0436,1.048,wenling,female
0.858443002,0.013,-0.0995,1.0567,1.061,wenling,female
0.860615502,0.0246,-0.1093,1.0547,1.061,wenling,female
0.864184252,0.041,-0.1044,1.0523,1.058,wenling,female
0.866691909,0.0405,-0.1078,1.0406,1.047,wenling,female
0.868534253,0.0444,-0.1093,1.0348,1.042,wenling,female
0.871293003,0.0434,-0.1068,1.0387,1.045,wenling,female
0.873723993,0.0463,-0.1044,1.0445,1.051,wenling,female
0.876584566,0.0589,-0.1098,1.0547,1.062,wenling,female
0.878436597,0.0521,-0.117,1.062,1.07,wenling,female
0.881583108,0.0536,-0.1137,1.0761,1.083,wenling,female
0.883065296,0.0521,-0.1078,1.0998,1.106,wenling,female
0.886331338,0.027,-0.0951,1.1242,1.129,wenling,female
0.889263734,0.0149,-0.0912,1.1319,1.136,wenling,female
0.890775088,-0.0034,-0.08,1.1392,1.142,wenling,female
0.892605557,-0.0199,-0.0634,1.1537,1.156,wenling,female
0.895685505,-0.0271,-0.0522,1.1717,1.173,wenling,female
0.898733839,-0.0339,-0.0415,1.177,1.178,wenling,female
0.900998943,-0.0334,-0.0274,1.1897,1.19,wenling,female
0.903882017,-0.0295,-0.0128,1.2076,1.208,wenling,female
0.906223007,-0.0223,0.0029,1.2134,1.214,wenling,female
0.907951861,-0.0145,0.034,1.226,1.227,wenling,female
0.911883528,-0.0001,0.0614,1.2547,1.256,wenling,female
0.914093736,-0.001,0.0925,1.2644,1.268,wenling,female
0.916782747,-0.0039,0.1354,1.2455,1.253,wenling,female
0.918642695,0.0096,0.1827,1.2072,1.221,wenling,female
0.921147227,0.0333,0.2348,1.1712,1.195,wenling,female
0.923514258,0.057,0.2787,1.1498,1.184,wenling,female
0.926191706,0.0826,0.2806,1.1392,1.176,wenling,female
0.92908004,0.099,0.2578,1.1203,1.154,wenling,female
0.931715353,0.1217,0.267,1.0882,1.127,wenling,female
0.934094259,0.1454,0.2909,1.029,1.079,wenling,female
0.93501853,0.1526,0.3118,0.9819,1.041,wenling,female
0.93835577,0.17,0.3128,0.947,1.012,wenling,female
0.939907437,0.1869,0.2938,0.9281,0.991,wenling,female
0.944113427,0.1918,0.2714,0.9053,0.964,wenling,female
0.94608775,0.1961,0.2485,0.8771,0.932,wenling,female
0.949633636,0.1932,0.2407,0.8543,0.908,wenling,female
0.951015042,0.1869,0.2319,0.8509,0.902,wenling,female
0.95405348,0.1835,0.2114,0.8344,0.88,wenling,female
0.956279834,0.184,0.2144,0.8247,0.872,wenling,female
0.957910407,0.1937,0.2119,0.8232,0.872,wenling,female
0.961592231,0.2053,0.2061,0.8305,0.88,wenling,female
0.963192543,0.2072,0.1973,0.8286,0.877,wenling,female
0.967391033,0.2082,0.19,0.815,0.862,wenling,female
0.968288013,0.2096,0.1856,0.7961,0.844,wenling,female
0.971963898,0.2101,0.1949,0.7883,0.839,wenling,female
0.972253586,0.213,0.1944,0.7824,0.834,wenling,female
0.975086972,0.2217,0.1978,0.764,0.82,wenling,female
0.978628378,0.2256,0.2003,0.7451,0.804,wenling,female
0.982295566,0.227,0.2085,0.7387,0.8,wenling,female
0.984026816,0.23,0.2085,0.7369,0.8,wenling,female
0.986728119,0.2304,0.209,0.7422,0.805,wenling,female
0.988545306,0.2405,0.2012,0.7567,0.819,wenling,female
0.991024838,0.2463,0.1905,0.7766,0.837,wenling,female
0.993171036,0.2618,0.1866,0.7805,0.844,wenling,female
0.996044578,0.2666,0.1783,0.7946,0.857,wenling,female
0.998453172,0.2705,0.1749,0.8077,0.87,wenling,female
1.001116974,0.2831,0.1666,0.8223,0.885,wenling,female
1.00443385,0.2966,0.1617,0.8319,0.898,wenling,female
1.006884058,0.3019,0.1564,0.8368,0.903,wenling,female
1.007780569,0.3121,0.1534,0.8291,0.899,wenling,female
1.010612704,0.3241,0.1515,0.8446,0.917,wenling,female
1.013232965,0.3231,0.1476,0.8451,0.917,wenling,female
1.014492549,0.3266,0.1554,0.8494,0.923,wenling,female
1.018171507,0.3261,0.1598,0.8489,0.923,wenling,female
1.020742445,0.3213,0.1773,0.8596,0.935,wenling,female
1.024315362,0.3159,0.2017,0.8771,0.954,wenling,female
1.025159581,0.2884,0.2241,0.8926,0.964,wenling,female
1.028317446,0.2618,0.2348,0.9329,0.997,wenling,female
1.031307811,0.2401,0.2543,0.9693,1.03,wenling,female
1.034528019,0.212,0.267,0.996,1.053,wenling,female
1.035407446,0.1927,0.2826,1.0285,1.084,wenling,female
1.039234895,0.1797,0.2958,1.0727,1.127,wenling,female
1.041551926,0.1599,0.2987,1.1081,1.159,wenling,female
1.043533124,0.1522,0.3074,1.1329,1.184,wenling,female
1.048237031,0.1396,0.3162,1.146,1.197,wenling,female
1.048688802,0.1241,0.3216,1.1683,1.218,wenling,female
1.050893073,0.1198,0.3216,1.1877,1.236,wenling,female
1.05336224,0.1217,0.3177,1.1916,1.239,wenling,female
1.055183751,0.1241,0.3123,1.2067,1.253,wenling,female
1.058166459,0.127,0.2992,1.2178,1.26,wenling,female
1.059985834,0.1357,0.2835,1.2212,1.261,wenling,female
1.065586147,0.157,0.2602,1.213,1.25,wenling,female
1.066094377,0.1864,0.2436,1.2023,1.241,wenling,female
1.070272815,0.2183,0.2216,1.2067,1.246,wenling,female
1.070388179,0.2691,0.19,1.211,1.255,wenling,female
1.073515575,0.3222,0.1632,1.1989,1.252,wenling,female
1.076095055,0.3657,0.1286,1.1979,1.259,wenling,female
1.078133909,0.3894,0.1061,1.176,1.243,wenling,female
1.081197972,0.3904,0.0896,1.1387,1.207,wenling,female
1.083485368,0.37,0.076,1.079,1.143,wenling,female
1.085842764,0.3411,0.0745,1.0178,1.076,wenling,female
1.088546358,0.2985,0.0876,0.9635,1.012,wenling,female
1.091035629,0.2584,0.1076,0.9043,0.947,wenling,female
1.092181827,0.2314,0.1315,0.8538,0.894,wenling,female
1.09449214,0.1898,0.1549,0.8087,0.845,wenling,female
