time,gFx,gFy,gFz,gFTotal,walker
81.63406801223755,-0.41,1.006,-0.192,1.103,daniel
81.64399409294128,-0.312,1.014,-0.12,1.068,daniel
81.65465903282166,-0.229,1.002,-0.067,1.03,daniel
81.68907713890076,-0.209,0.864,-0.01,0.889,daniel
81.68932318687439,-0.209,0.864,-0.01,0.889,daniel
81.68955302238464,-0.209,0.864,-0.01,0.889,daniel
81.69346594810486,-0.249,0.818,-0.001,0.855,daniel
81.70444107055664,-0.273,0.766,0.03,0.814,daniel
81.71475100517273,-0.29,0.719,0.07,0.778,daniel
81.72434997558594,-0.283,0.665,0.091,0.728,daniel
81.73417115211487,-0.246,0.608,0.091,0.662,daniel
81.74502110481262,-0.205,0.555,0.086,0.598,daniel
81.75466299057007,-0.163,0.492,0.075,0.524,daniel
81.79023385047913,-0.067,0.383,0.071,0.395,daniel
81.79047513008118,-0.067,0.383,0.071,0.395,daniel
81.79072594642639,-0.067,0.383,0.071,0.395,daniel
81.79388308525085,-0.108,0.375,0.042,0.392,daniel
81.8051769733429,-0.17,0.374,0.015,0.411,daniel
81.81601905822754,-0.243,0.364,0.023,0.438,daniel
81.82461285591125,-0.33,0.364,0.081,0.498,daniel
81.83495306968689,-0.447,0.387,0.187,0.62,daniel
81.84489417076111,-0.614,0.42,0.306,0.804,daniel
81.8549439907074,-0.813,0.462,0.381,1.01,daniel
81.88705205917358,-1.531,1.088,0.276,1.898,daniel
81.88729691505432,-1.531,1.088,0.276,1.898,daniel
81.88752508163452,-1.531,1.088,0.276,1.898,daniel
81.89406704902649,-1.671,1.284,0.355,2.137,daniel
81.90487408638,-1.608,1.32,0.423,2.123,daniel
81.91476106643677,-1.356,1.143,0.427,1.824,daniel
81.92498302459717,-1.094,0.858,0.388,1.443,daniel
81.93508005142212,-0.875,0.589,0.299,1.096,daniel
81.94604802131653,-0.674,0.41,0.202,0.814,daniel
81.95556092262268,-0.5,0.345,0.163,0.629,daniel
81.99109697341919,-0.522,1.091,0.078,1.212,daniel
81.99152493476868,-0.522,1.091,0.078,1.212,daniel
81.99175906181335,-0.522,1.091,0.078,1.212,daniel
81.9944999217987,-0.608,1.46,0.092,1.584,daniel
82.0049979686737,-0.704,1.895,0.177,2.029,daniel
82.01542019844055,-0.737,2.329,0.298,2.461,daniel
82.02542185783386,-0.578,2.317,0.445,2.429,daniel
82.03538298606873,-0.277,1.485,0.518,1.597,daniel
82.04563117027283,-0.195,0.861,0.175,0.9,daniel
82.05558705329895,-0.208,0.595,-0.324,0.709,daniel
82.09033608436584,-0.13,0.412,-0.584,0.726,daniel
82.09057402610779,-0.13,0.412,-0.584,0.726,daniel
82.09081816673279,-0.13,0.412,-0.584,0.726,daniel
82.09478807449341,-0.11,0.364,-0.451,0.59,daniel
82.10552406311035,-0.155,0.433,-0.348,0.577,daniel
82.11594200134277,-0.241,0.59,-0.31,0.709,daniel
82.12565112113953,-0.336,0.786,-0.274,0.898,daniel
82.1356189250946,-0.41,0.965,-0.16,1.061,daniel
82.14640808105469,-0.45,1.093,-0.012,1.182,daniel
82.15590786933899,-0.47,1.149,0.008,1.241,daniel
82.19191098213196,-0.33,1.036,-0.09,1.091,daniel
82.1921489238739,-0.33,1.036,-0.09,1.091,daniel
82.1923758983612,-0.33,1.036,-0.09,1.091,daniel
82.19513010978699,-0.247,0.961,-0.068,0.995,daniel
82.2056200504303,-0.185,0.905,0.01,0.924,daniel
82.21614003181458,-0.161,0.867,0.089,0.886,daniel
82.2258050441742,-0.193,0.857,0.145,0.89,daniel
82.23604798316956,-0.269,0.878,0.178,0.935,daniel
82.24651789665222,-0.344,0.895,0.2,0.979,daniel
82.25637602806091,-0.401,0.888,0.182,0.991,daniel
82.29275298118591,-0.467,0.887,0.008,1.002,daniel
82.29299902915955,-0.467,0.887,0.008,1.002,daniel
82.29323887825012,-0.467,0.887,0.008,1.002,daniel
82.2954261302948,-0.48,0.881,-0.042,1.004,daniel
82.30574607849121,-0.491,0.876,-0.083,1.008,daniel
82.31599307060242,-0.491,0.867,-0.096,1.001,daniel
82.32602190971375,-0.482,0.848,-0.096,0.98,daniel
82.33616614341736,-0.476,0.821,-0.115,0.956,daniel
82.3466010093689,-0.463,0.809,-0.115,0.939,daniel
82.35703110694885,-0.457,0.834,-0.091,0.955,daniel
82.39011406898499,-0.451,0.844,-0.035,0.958,daniel
82.39034605026245,-0.451,0.844,-0.035,0.958,daniel
82.39057087898254,-0.451,0.844,-0.035,0.958,daniel
82.39580798149109,-0.499,0.848,-0.019,0.984,daniel
82.40654802322388,-0.545,0.846,-0.024,1.007,daniel
82.41683101654053,-0.556,0.841,-0.04,1.009,daniel
82.4263551235199,-0.543,0.84,-0.053,1.002,daniel
82.43705105781555,-0.526,0.847,-0.056,0.999,daniel
82.44763708114624,-0.522,0.849,-0.055,0.998,daniel
82.45686197280884,-0.525,0.838,-0.057,0.991,daniel
82.49257493019104,-0.673,0.793,-0.079,1.043,daniel
82.49280905723572,-0.673,0.793,-0.079,1.043,daniel
82.49304413795471,-0.673,0.793,-0.079,1.043,daniel
82.4960789680481,-0.738,0.81,0.019,1.096,daniel
82.5066978931427,-0.755,0.847,0.13,1.142,daniel
82.51688313484192,-0.681,0.871,0.148,1.115,daniel
82.52684187889099,-0.662,0.898,0.064,1.117,daniel
82.53714919090271,-0.753,0.924,-0.075,1.194,daniel
82.54773116111755,-0.857,0.931,-0.174,1.277,daniel
82.55732202529907,-0.944,0.931,-0.225,1.345,daniel
82.57086706161499,-1.04,0.957,-0.244,1.434,daniel
82.59573698043823,-1.182,0.95,-0.147,1.524,daniel
82.59598398208618,-1.186,0.875,-0.186,1.486,daniel
82.59744191169739,-1.186,0.875,-0.186,1.486,daniel
82.61892604827881,-0.961,0.777,-0.245,1.26,daniel
82.61922597885132,-0.961,0.777,-0.245,1.26,daniel
82.62704706192017,-0.767,0.787,-0.216,1.12,daniel
82.63734197616577,-0.588,0.852,-0.058,1.037,daniel
82.6478898525238,-0.412,0.939,0.154,1.037,daniel
82.65768790245056,-0.261,1.043,0.235,1.101,daniel
82.69150900840759,-0.026,1.681,0.352,1.718,daniel
82.69178104400635,-0.026,1.681,0.352,1.718,daniel
82.69202017784119,-0.026,1.681,0.352,1.718,daniel
82.69682598114014,0.087,1.793,0.313,1.822,daniel
82.70737600326538,0.169,1.813,0.219,1.834,daniel
82.71747708320618,0.088,1.677,0.101,1.682,daniel
82.72765612602234,-0.111,1.36,-0.01,1.365,daniel
82.73849892616272,-0.269,1.059,-0.031,1.093,daniel
82.74909615516663,-0.413,0.889,-0.102,0.986,daniel
82.75748801231384,-0.527,0.831,-0.013,0.984,daniel
82.77142405509949,-0.609,0.767,0.052,0.981,daniel
82.79205799102783,-0.79,0.646,-0.035,1.021,daniel
82.79231405258179,-0.79,0.646,-0.035,1.021,daniel
82.79692101478577,-0.967,0.663,0.042,1.173,daniel
82.80745005607605,-1.086,0.678,0.09,1.283,daniel
82.81757998466492,-1.022,0.689,0.041,1.233,daniel
82.8276731967926,-0.804,0.745,0.018,1.096,daniel
82.83808493614197,-0.554,0.852,0.032,1.017,daniel
82.84850192070007,-0.438,0.945,0.053,1.043,daniel
82.85801100730896,-0.329,0.925,0.051,0.983,daniel
82.87186312675476,-0.266,0.893,0.056,0.933,daniel
82.89386200904846,-0.204,0.752,0.085,0.784,daniel
82.89411187171936,-0.204,0.752,0.085,0.784,daniel
82.89760088920593,-0.222,0.676,0.106,0.719,daniel
82.90807795524597,-0.238,0.605,0.133,0.664,daniel
82.91813707351685,-0.245,0.529,0.148,0.601,daniel
82.92823910713196,-0.246,0.474,0.149,0.554,daniel
82.93827891349792,-0.248,0.433,0.146,0.52,daniel
82.9488799571991,-0.234,0.392,0.155,0.482,daniel
82.95873498916626,-0.225,0.371,0.17,0.466,daniel
82.99356198310852,-0.276,0.417,0.169,0.528,daniel
82.99383497238159,-0.276,0.417,0.169,0.528,daniel
82.99406695365906,-0.276,0.417,0.169,0.528,daniel
82.99796891212463,-0.288,0.43,0.165,0.543,daniel
83.00845217704773,-0.311,0.441,0.166,0.565,daniel
83.01857209205627,-0.34,0.443,0.168,0.583,daniel
83.02848100662231,-0.375,0.442,0.173,0.605,daniel
83.03880286216736,-0.409,0.45,0.183,0.635,daniel
83.04899597167969,-0.458,0.471,0.189,0.684,daniel
83.05891013145447,-0.543,0.514,0.216,0.778,daniel
83.07251715660095,-0.671,0.578,0.278,0.928,daniel
83.09597897529602,-0.956,0.776,0.474,1.319,daniel
83.09623885154724,-0.956,0.776,0.474,1.319,daniel
83.09824299812317,-1.116,0.928,0.564,1.557,daniel
83.11906504631042,-1.302,1.155,0.532,1.82,daniel
83.11942315101624,-1.302,1.155,0.532,1.82,daniel
83.12899518013,-1.256,1.15,0.458,1.763,daniel
83.13918089866638,-1.165,1.081,0.485,1.662,daniel
83.14919209480286,-1.03,0.994,0.523,1.524,daniel
83.15972590446472,-0.888,0.887,0.493,1.348,daniel
83.19390892982483,-0.663,0.788,0.332,1.082,daniel
83.19417786598206,-0.663,0.788,0.332,1.082,daniel
83.19442296028137,-0.663,0.788,0.332,1.082,daniel
83.19871211051941,-0.715,0.957,0.338,1.241,daniel
83.20850396156311,-0.772,1.156,0.292,1.42,daniel
83.21949315071106,-0.739,1.343,0.192,1.545,daniel
83.2294409275055,-0.671,1.562,0.15,1.707,daniel
83.23933506011963,-0.619,1.743,0.139,1.855,daniel
83.24953198432922,-0.495,1.708,0.159,1.785,daniel
83.25958704948425,-0.27,1.302,0.16,1.339,daniel
83.27316308021545,-0.132,0.871,0.076,0.884,daniel
83.29628300666809,-0.02,0.497,-0.315,0.589,daniel
83.29655003547668,-0.02,0.497,-0.315,0.589,daniel
83.29857397079468,0.011,0.444,-0.409,0.604,daniel
83.31918597221375,0.023,0.332,-0.401,0.521,daniel
83.3209331035614,0.023,0.332,-0.401,0.521,daniel
83.3318121433258,-0.032,0.354,-0.369,0.512,daniel
83.33963894844055,-0.161,0.487,-0.284,0.586,daniel
83.34982895851135,-0.35,0.682,-0.118,0.776,daniel
83.35996508598328,-0.554,0.862,0.019,1.025,daniel
83.39425897598267,-0.819,1.136,-0.092,1.403,daniel
83.39451599121094,-0.819,1.136,-0.092,1.403,daniel
83.39474511146545,-0.819,1.136,-0.092,1.403,daniel
83.39927697181702,-0.726,1.142,-0.024,1.353,daniel
83.40975689888,-0.522,1.114,0.047,1.231,daniel
83.42004609107971,-0.356,1.036,0.08,1.098,daniel
83.43022418022156,-0.284,0.944,0.092,0.99,daniel
83.43983387947083,-0.292,0.86,0.059,0.91,daniel
83.45041799545288,-0.352,0.799,0.05,0.875,daniel
83.46035599708557,-0.382,0.754,0.047,0.847,daniel
83.49666094779968,-0.388,0.795,-0.052,0.886,daniel
83.49690699577332,-0.388,0.795,-0.052,0.886,daniel
83.49713706970215,-0.388,0.795,-0.052,0.886,daniel
83.49952292442322,-0.411,0.83,-0.061,0.928,daniel
83.5101249217987,-0.427,0.854,-0.063,0.957,daniel
83.52012610435486,-0.428,0.864,-0.06,0.966,daniel
83.53028512001038,-0.421,0.85,-0.065,0.951,daniel
83.54050612449646,-0.422,0.832,-0.087,0.937,daniel
83.5514030456543,-0.435,0.831,-0.091,0.942,daniel
83.56079506874084,-0.46,0.839,-0.102,0.962,daniel
83.57405209541321,-0.482,0.839,-0.106,0.973,daniel
83.59759998321533,-0.49,0.818,-0.065,0.956,daniel
83.5978569984436,-0.49,0.818,-0.065,0.956,daniel
83.59987092018127,-0.473,0.812,-0.029,0.94,daniel
83.61917185783386,-0.448,0.813,0.006,0.928,daniel
83.62126612663269,-0.43,0.821,0.021,0.927,daniel
83.63284397125244,-0.417,0.84,0.014,0.938,daniel
83.64054417610168,-0.416,0.865,-0.002,0.96,daniel
83.65086102485657,-0.419,0.885,-0.015,0.979,daniel
83.66105389595032,-0.424,0.9,-0.023,0.995,daniel
83.69473719596863,-0.431,0.888,-0.058,0.989,daniel
83.69498896598816,-0.431,0.888,-0.058,0.989,daniel
83.69522786140442,-0.431,0.888,-0.058,0.989,daniel
83.70024609565735,-0.454,0.873,-0.097,0.989,daniel
83.7106990814209,-0.501,0.873,-0.144,1.017,daniel
83.72102618217468,-0.596,0.902,-0.191,1.098,daniel
83.73117804527283,-0.702,0.938,-0.197,1.188,daniel
83.74110388755798,-0.784,0.969,-0.124,1.253,daniel
83.75159907341003,-0.808,0.984,0.023,1.273,daniel
83.76133990287781,-0.745,0.947,0.091,1.208,daniel
83.77583503723145,-0.714,0.896,0.02,1.146,daniel
83.80117917060852,-0.878,0.849,-0.117,1.227,daniel
83.80141806602478,-0.878,0.849,-0.117,1.227,daniel
83.80164504051208,-0.878,0.849,-0.117,1.227,daniel
83.81106114387512,-0.923,0.863,-0.14,1.271,daniel
83.82116293907166,-0.98,0.902,-0.102,1.336,daniel
83.831463098526,-1.035,0.928,-0.011,1.39,daniel
83.84116816520691,-1.052,0.908,0.039,1.39,daniel
83.85201096534729,-1.022,0.847,0.004,1.327,daniel
83.86194396018982,-0.962,0.814,-0.074,1.262,daniel
83.89599800109863,-0.725,0.908,-0.105,1.167,daniel
83.89625406265259,-0.725,0.908,-0.105,1.167,daniel
83.89649105072021,-0.725,0.908,-0.105,1.167,daniel
83.90087294578552,-0.577,0.946,-0.051,1.109,daniel
83.91134810447693,-0.417,0.997,0.069,1.083,daniel
83.92175602912903,-0.246,1.083,0.238,1.136,daniel
83.93177604675293,-0.115,1.2,0.323,1.248,daniel
83.94171404838562,-0.03,1.352,0.324,1.391,daniel
83.95195698738098,0.009,1.521,0.291,1.549,daniel
83.96222710609436,0.048,1.626,0.264,1.648,daniel
83.97578310966492,0.114,1.615,0.222,1.634,daniel
83.99945616722107,-0.081,1.333,0.024,1.336,daniel
83.99971413612366,-0.081,1.333,0.024,1.336,daniel
84.0013358592987,-0.295,1.177,0.046,1.214,daniel
84.0178701877594,-0.482,1.086,0.117,1.194,daniel
84.02154612541199,-0.621,1.012,0.141,1.196,daniel
84.03294706344604,-0.693,0.948,0.168,1.186,daniel
84.04190802574158,-0.722,0.879,0.171,1.15,daniel
84.0523030757904,-0.706,0.797,0.11,1.07,daniel
84.06267714500427,-0.672,0.728,0.054,0.992,daniel
84.09618401527405,-0.664,0.698,0.043,0.964,daniel
84.09643602371216,-0.664,0.698,0.043,0.964,daniel
84.096675157547,-0.664,0.698,0.043,0.964,daniel
84.10126399993896,-0.624,0.674,0.035,0.919,daniel
84.11211609840393,-0.511,0.666,0.004,0.839,daniel
84.12201404571533,-0.38,0.686,-0.006,0.784,daniel
84.13240599632263,-0.296,0.709,0.003,0.768,daniel
84.14238619804382,-0.27,0.709,0.027,0.759,daniel
84.15263605117798,-0.258,0.673,0.082,0.725,daniel
84.16409611701965,-0.254,0.628,0.136,0.691,daniel
84.19636988639832,-0.296,0.485,0.179,0.596,daniel
84.19653916358948,-0.296,0.485,0.179,0.596,daniel
84.1966941356659,-0.296,0.485,0.179,0.596,daniel
84.20163202285767,-0.302,0.442,0.18,0.565,daniel
84.2121570110321,-0.299,0.406,0.174,0.533,daniel
84.2224349975586,-0.296,0.383,0.167,0.512,daniel
84.23286700248718,-0.291,0.378,0.175,0.508,daniel
84.2426130771637,-0.304,0.393,0.185,0.53,daniel
84.25307488441467,-0.33,0.411,0.196,0.562,daniel
84.26354908943176,-0.36,0.418,0.212,0.591,daniel
84.29617714881897,-0.434,0.446,0.297,0.69,daniel
84.29642605781555,-0.434,0.446,0.297,0.69,daniel
84.29666304588318,-0.434,0.446,0.297,0.69,daniel
84.30229210853577,-0.448,0.473,0.318,0.725,daniel
84.3124430179596,-0.449,0.509,0.347,0.762,daniel
84.32266998291016,-0.463,0.556,0.383,0.819,daniel
84.33309602737427,-0.515,0.591,0.417,0.888,daniel
84.34300017356873,-0.613,0.61,0.442,0.971,daniel
84.35338091850281,-0.766,0.623,0.463,1.091,daniel
84.36364507675171,-0.957,0.645,0.475,1.248,daniel
84.39804697036743,-1.419,0.774,0.33,1.65,daniel
84.39829802513123,-1.419,0.774,0.33,1.65,daniel
84.39852690696716,-1.419,0.774,0.33,1.65,daniel
84.40230298042297,-1.424,0.797,0.333,1.665,daniel
84.41285014152527,-1.309,0.812,0.413,1.595,daniel
84.42300200462341,-1.172,0.789,0.44,1.48,daniel
84.43358492851257,-1.08,0.732,0.463,1.384,daniel
84.4434289932251,-1.039,0.662,0.477,1.321,daniel
84.45374894142151,-0.986,0.607,0.446,1.241,daniel
84.46402907371521,-0.924,0.622,0.399,1.183,daniel
84.47729897499084,-0.868,0.742,0.361,1.198,daniel
84.50149416923523,-0.813,1.292,0.234,1.544,daniel
84.50174307823181,-0.813,1.292,0.234,1.544,daniel
84.50323700904846,-0.776,1.673,0.189,1.854,daniel
84.51904892921448,-0.648,2.026,0.117,2.13,daniel
84.52342104911804,-0.462,2.226,0.04,2.274,daniel
84.53387808799744,-0.15,2.134,0.054,2.14,daniel
84.54391884803772,0.145,1.63,0.046,1.637,daniel
84.5536949634552,0.226,1.03,0.054,1.056,daniel
84.56430411338806,0.204,0.586,0.035,0.621,daniel
84.59782290458679,0.071,0.231,-0.43,0.493,daniel
84.59805989265442,0.071,0.231,-0.43,0.493,daniel
84.59828591346741,0.071,0.231,-0.43,0.493,daniel
84.60323309898376,-0.027,0.225,-0.46,0.513,daniel
84.61343097686768,-0.153,0.289,-0.402,0.518,daniel
84.62399697303772,-0.349,0.468,-0.268,0.642,daniel
84.63422298431396,-0.572,0.755,-0.054,0.949,daniel
84.64449620246887,-0.745,1.013,0.012,1.258,daniel
84.6554548740387,-0.826,1.184,-0.09,1.446,daniel
84.66475892066956,-0.812,1.259,-0.168,1.508,daniel
84.67916893959045,-0.728,1.239,-0.146,1.444,daniel
84.70036292076111,-0.455,0.913,0.033,1.021,daniel
84.70053100585938,-0.455,0.913,0.033,1.021,daniel
84.70331406593323,-0.413,0.769,0.043,0.874,daniel
84.7182309627533,-0.404,0.672,0.017,0.784,daniel
84.72364115715027,-0.385,0.6,0.034,0.714,daniel
84.73414206504822,-0.362,0.6,0.073,0.705,daniel
84.74439907073975,-0.351,0.67,0.074,0.76,daniel
84.75481295585632,-0.341,0.738,0.041,0.814,daniel
84.76492500305176,-0.355,0.821,0.022,0.895,daniel
84.77819085121155,-0.392,0.882,-0.025,0.966,daniel
84.799320936203,-0.45,0.943,-0.127,1.053,daniel
84.79958701133728,-0.45,0.943,-0.127,1.053,daniel
84.803866147995,-0.459,0.937,-0.145,1.053,daniel
84.81891298294067,-0.448,0.909,-0.118,1.02,daniel
84.82425808906555,-0.439,0.874,-0.085,0.982,daniel
84.83476400375366,-0.424,0.838,-0.069,0.942,daniel
84.8447949886322,-0.417,0.81,-0.09,0.915,daniel
84.85478711128235,-0.414,0.797,-0.087,0.902,daniel
84.86546301841736,-0.422,0.796,-0.066,0.903,daniel
84.90010905265808,-0.468,0.806,-0.003,0.932,daniel
84.90035700798035,-0.468,0.806,-0.003,0.932,daniel
84.90058588981628,-0.468,0.806,-0.003,0.932,daniel
84.90421891212463,-0.474,0.806,0.001,0.935,daniel
84.91489815711975,-0.495,0.83,-0.015,0.967,daniel
84.92502307891846,-0.513,0.862,-0.036,1.004,daniel
84.93522095680237,-0.53,0.88,-0.051,1.029,daniel
84.94542098045349,-0.541,0.886,-0.052,1.039,daniel
84.95582795143127,-0.547,0.875,-0.05,1.033,daniel
84.96570205688477,-0.537,0.834,-0.045,0.993,daniel
84.98028588294983,-0.532,0.785,-0.047,0.949,daniel
85.00305199623108,-0.689,0.816,-0.105,1.073,daniel
85.00331091880798,-0.689,0.816,-0.105,1.073,daniel
85.0048680305481,-0.818,0.871,-0.108,1.2,daniel
85.01757407188416,-0.912,0.894,-0.045,1.278,daniel
85.02468085289001,-0.936,0.881,-0.025,1.286,daniel
85.03510308265686,-0.914,0.856,-0.13,1.259,daniel
85.04592299461365,-0.922,0.86,-0.153,1.27,daniel
85.05553793907166,-0.939,0.884,-0.042,1.29,daniel
85.06572794914246,-0.931,0.916,0.064,1.308,daniel
85.09973907470703,-0.973,0.931,-0.017,1.347,daniel
85.09997701644897,-0.973,0.931,-0.017,1.347,daniel
85.10020208358765,-0.973,0.931,-0.017,1.347,daniel
85.10491108894348,-1.016,0.863,-0.14,1.34,daniel
85.11558794975281,-1.044,0.822,-0.254,1.353,daniel
85.12545609474182,-1.016,0.815,-0.301,1.337,daniel
85.13572907447815,-0.879,0.851,-0.254,1.25,daniel
85.14584398269653,-0.657,0.914,-0.134,1.134,daniel
85.1563560962677,-0.434,0.995,0.058,1.087,daniel
85.16621899604797,-0.226,1.163,0.261,1.213,daniel
85.20171809196472,0.075,1.925,0.393,1.966,daniel
85.20201086997986,0.075,1.925,0.393,1.966,daniel
85.20229601860046,0.075,1.925,0.393,1.966,daniel
85.20526599884033,0.156,1.975,0.373,2.016,daniel
85.21546602249146,0.195,1.835,0.262,1.864,daniel
85.22567200660706,0.141,1.525,0.168,1.541,daniel
85.23624897003174,-0.005,1.228,0.049,1.229,daniel
85.24612593650818,-0.191,1.0,-0.023,1.018,daniel
85.25668215751648,-0.404,0.889,-0.008,0.977,daniel
85.26643204689026,-0.541,0.821,-0.009,0.983,daniel
85.28042602539062,-0.609,0.794,0.031,1.001,daniel
85.30359387397766,-0.742,0.719,0.081,1.036,daniel
85.30382704734802,-0.742,0.719,0.081,1.036,daniel
85.30555891990662,-0.918,0.755,0.025,1.189,daniel
85.31913304328918,-1.115,0.794,0.061,1.37,daniel
85.32594990730286,-1.13,0.763,0.051,1.364,daniel
85.33629202842712,-0.861,0.69,-0.019,1.104,daniel
85.34687495231628,-0.55,0.718,-0.028,0.905,daniel
85.35687804222107,-0.416,0.765,-0.006,0.871,daniel
85.36680817604065,-0.298,0.744,0.007,0.801,daniel
85.4007089138031,-0.116,0.543,0.131,0.57,daniel
85.40096497535706,-0.116,0.543,0.131,0.57,daniel
85.4011960029602,-0.116,0.543,0.131,0.57,daniel
85.40596318244934,-0.122,0.487,0.149,0.524,daniel
85.41635394096375,-0.135,0.443,0.16,0.49,daniel
85.42660593986511,-0.159,0.409,0.169,0.47,daniel
85.43662095069885,-0.178,0.376,0.166,0.448,daniel
85.44686913490295,-0.184,0.344,0.162,0.422,daniel
85.45725703239441,-0.18,0.318,0.157,0.398,daniel
85.4672360420227,-0.187,0.312,0.138,0.389,daniel
85.4809820652008,-0.206,0.333,0.114,0.408,daniel
85.50407814979553,-0.236,0.361,0.121,0.448,daniel
85.5043420791626,-0.236,0.361,0.121,0.448,daniel
85.50635504722595,-0.244,0.344,0.149,0.447,daniel
85.51847505569458,-0.26,0.311,0.181,0.444,daniel
85.52671408653259,-0.292,0.279,0.212,0.456,daniel
85.53679704666138,-0.38,0.273,0.248,0.53,daniel
85.54713296890259,-0.552,0.303,0.299,0.697,daniel
85.55741500854492,-0.768,0.364,0.381,0.931,daniel
85.56752896308899,-1.017,0.485,0.462,1.218,daniel
85.58159518241882,-1.379,0.773,0.529,1.667,daniel
85.60487294197083,-2.227,1.706,0.793,2.915,daniel
85.60513186454773,-2.227,1.706,0.793,2.915,daniel
85.60680413246155,-2.158,1.86,0.745,2.945,daniel
85.6177761554718,-1.646,1.621,0.586,2.383,daniel
85.62712407112122,-1.299,1.204,0.573,1.862,daniel
85.63716697692871,-1.098,0.839,0.472,1.46,daniel
85.64750599861145,-0.844,0.688,0.252,1.118,daniel
85.65774202346802,-0.653,0.76,0.095,1.006,daniel
85.66800308227539,-0.503,0.927,-0.012,1.055,daniel
85.70231890678406,-0.239,1.759,0.108,1.778,daniel
85.70257496833801,-0.239,1.759,0.108,1.778,daniel
85.70280599594116,-0.239,1.759,0.108,1.778,daniel
85.70668387413025,-0.16,2.008,0.241,2.029,daniel
85.7173080444336,0.06,1.842,0.268,1.862,daniel
85.72753596305847,0.242,1.222,0.208,1.263,daniel
85.73767590522766,0.28,0.688,0.074,0.746,daniel
85.74808192253113,0.206,0.476,-0.086,0.526,daniel
85.75790286064148,0.111,0.367,-0.288,0.48,daniel
85.76824998855591,0.023,0.278,-0.458,0.536,daniel
85.7824490070343,-0.082,0.24,-0.51,0.57,daniel
85.8056628704071,-0.406,0.405,-0.443,0.725,daniel
85.8059298992157,-0.406,0.405,-0.443,0.725,daniel
85.80757212638855,-0.572,0.723,-0.363,0.991,daniel
85.81741499900818,-0.709,1.013,-0.242,1.26,daniel
85.82788491249084,-0.803,1.175,-0.048,1.424,daniel
